758881	759280	speech
759281	771840	silence
771841	772240	speech
772241	776720	silence
776721	777120	speech
777121	778560	silence
778561	779120	speech
779121	784960	silence
784961	786560	speech
786561	787840	silence
787841	791040	speech
791041	796640	silence
796641	797760	speech
797761	798560	silence
798561	803040	speech
803041	803600	silence
803601	807600	speech
807601	808480	silence
808481	810400	speech
810401	811600	silence
811601	813520	speech
813521	814480	silence
814481	816240	speech
816241	816640	silence
816641	817840	speech
817841	818640	silence
818641	820000	speech
820001	820400	silence
820401	823040	speech
823041	823520	silence
823521	824400	speech
824401	825280	silence
825281	827360	speech
827361	832240	silence
832241	837840	speech
837841	851280	silence
851281	851760	speech
851761	853600	silence
853601	854640	speech
854641	855200	silence
855201	855600	speech
855601	856080	silence
856081	856560	speech
856561	861920	silence
861921	862560	speech
862561	880960	silence
880961	882720	speech
882721	896160	silence
896161	897360	speech
897361	898400	silence
898401	900720	speech
900721	901520	silence
901521	902400	speech
902401	911760	silence
911761	913520	speech
913521	921920	silence
921921	922320	speech
922321	923360	silence
923361	924800	speech
924801	947840	silence
947841	948320	speech
948321	972160	silence
972161	972560	speech
972561	981760	silence
981761	982480	speech
982481	983440	silence
983441	985360	speech
985361	986320	silence
986321	987680	speech
987681	994880	silence
994881	995680	speech
995681	998880	silence
998881	1000000	speech
1000001	1001680	silence
1001681	1002880	speech
1002881	1003840	silence
1003841	1007040	speech
1007041	1008080	silence
1008081	1015680	speech
1015681	1024880	silence
1024881	1025360	speech
1025361	1026560	silence
1026561	1027360	speech
1027361	1032560	silence
1032561	1034480	speech
1034481	1035200	silence
1035201	1038080	speech
1038081	1038560	silence
1038561	1040320	speech
1040321	1041120	silence
1041121	1041520	speech
1041521	1041920	silence
1041921	1043600	speech
1043601	1044160	silence
1044161	1045520	speech
1045521	1046640	silence
1046641	1047680	speech
1047681	1048560	silence
1048561	1051200	speech
1051201	1051760	silence
1051761	1057200	speech
1057201	1061280	silence
1061281	1065200	speech
1065201	1069520	silence
1069521	1070800	speech
1070801	1071520	silence
1071521	1077840	speech
1077841	1079120	silence
1079121	1079840	speech
1079841	1080400	silence
1080401	1084640	speech
1084641	1091680	silence
1091681	1093120	speech
1093121	1095600	silence
1095601	1096160	speech
1096161	1100320	silence
1100321	1100720	speech
1100721	1103760	silence
1103761	1104160	speech
1104161	1106000	silence
1106001	1106640	speech
1106641	1107520	silence
1107521	1108000	speech
1108001	1108400	silence
1108401	1109440	speech
1109441	1109840	silence
1109841	1111360	speech
1111361	1113600	silence
1113601	1114000	speech
1114001	1122080	silence
1122081	1123600	speech
1123601	1124240	silence
1124241	1129760	speech
1129761	1147200	silence
1147201	1149120	speech
1149121	1152400	silence
1152401	1152880	speech
1152881	1171760	silence
